mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
4821362801642603,2022-10-06 00:05:31,艾旭好运气,https://weibo.com/u/2116147325,……//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/2116147325/M8XK86TjB,0,0,0
4821350626361755,2022-10-05 23:17:07,未来宇航员的妈妈,https://weibo.com/u/6180166956,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/6180166956/M8XquqGYX,0,0,0
4821317994152907,2022-10-05 21:07:27,Alan-阿烂,https://weibo.com/u/1773651463,见怪不怪//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1773651463/M8WzRhqmn,0,0,0
4821293381980819,2022-10-05 19:29:40,Hellofuturehello,https://weibo.com/u/5778909398,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/5778909398/M8VWa8jiH,0,0,0
4821232215917746,2022-10-05 15:26:36,半途而兴,https://weibo.com/u/1786372692,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1786372692/M8UlvoPtw,0,0,0
4821202462313663,2022-10-05 13:28:23,用户7742377694,https://weibo.com/u/7742377694,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/7742377694/M8Tzw9HT9,0,0,0
4821199294830713,2022-10-05 13:15:48,maomao_眉,https://weibo.com/u/1740643710,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1740643710/M8TupkgGJ,0,0,0
4821190663734530,2022-10-05 12:41:30,诚宝小馨,https://weibo.com/u/1860908450,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1860908450/M8TgufFwm,0,0,0
4821184124290684,2022-10-05 12:15:31,紫菜包的美乐地,https://weibo.com/u/1174878894,精彩//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1174878894/M8T5Wi0cA,0,0,0
4821164549473069,2022-10-05 10:57:43,麻油娘子,https://weibo.com/u/1803256260,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1803256260/M8SAmDKnr,0,0,0
4821160376668871,2022-10-05 10:41:09,姿不抵债,https://weibo.com/u/1686253947,……//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1686253947/M8StDrYSr,0,0,0
4821157343139598,2022-10-05 10:29:06,Leedong111,https://weibo.com/u/1923299180,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1923299180/M8SoKdaKG,0,0,0
4821157297787816,2022-10-05 10:28:55,虾米1116,https://weibo.com/u/1822474637,//@盖兆泉:美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1822474637/M8SoFwFXW,0,0,0
